"┏"," ","┏"," "," "," "," "," "," "," "," "," "," "," "," ","┲","┳","┢","┣","┲","┳","┢","┣","┲","┳","┢","┣","┏","┏","┏","┏","┲","┳","┲","┳","┢","┢","┣","┣","╆","╈","╊","╋","┢","┢","┣","┢","┣","┣","┢","┣","╆","╈","╊","╆","╊","╋","╈","╋","┲","┳","┲","┳","┲","┳","┲","┳","╆","╈","╆","╈","╊","╋","╊","╋","╆","╈","╆","╈","╊","╆","╊","╋","╊","╈","╆","╋","╈","╋","╊","╋","┲","┳","┢","┣","┳","┣","┏","┏","┏","┳","┲","┳","┢","┣","┣","╈","╊","╋","┢","┣","┣","╈","╊","╋","┳","┲","┳","╈","╊","╋","╈","╊","╋","┏"," "," ","┢"," "," "," ","┲","┢","┏","┏","┳","┣","┏","┏","┲","┢","┳","┣"," "," "," "," "," "," ","▆","▇"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┐"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┬","┯","┤","┨","┬","┯","┤","┨","┬","┯","┤","┨","┬","┮","┰","┲","┐","┑","┒","┓","┼","┾","╀","╄","┤","┥","┦","┩","┼","┾","╀","╁","╂","╄","╆","╊","┤","┥","┦","┧","┨","┩","┪","┫","┬","┭","┮","┯","┰","┱","┲","┳","┼","┽","┾","┿","╀","╃","╄","╇","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┬","┯","┤","┨","┯","┨","┮","┰","┲","┑","┒","┓","┾","╀","╄","┥","┦","┩","┾","╂","╊","┥","┨","┫","┯","┰","┳","┿","╀","╇","┿","╂","╋"," ","┐"," "," "," "," "," ","┐","┤","┬","┐","┑","┦","┮","┒","┮","┧","┭","┦"," "," "," "," "," ","▅","▆","▇","▉","▊","▋"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┑"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┭","┯","┥","┫","┭","┯","┥","┫","┭","┯","┥","┫","┭","┯","┱","┳","┑","┑","┓","┓","┽","┿","╃","╇","┥","┥","┩","┩","┽","┿","╃","╅","╉","╇","╈","╋","┥","┥","┩","┪","┫","┩","┪","┫","┭","┭","┯","┯","┱","┱","┳","┳","┽","┽","┿","┿","╃","╃","╇","╇","┽","┽","┿","┿","╃","╅","╉","╃","╇","╅","╈","╇","╈","╉","╋","╋","┭","┯","┥","┫","┯","┫","┯","┱","┳","┑","┓","┓","┿","╃","╇","┥","┩","┩","┿","╉","╋","┥","┫","┫","┯","┱","┳","┿","╃","╇","┿","╉","╋"," ","┑","┥"," "," "," "," ","┑","┥","┭","┑","┑","┩","┯","┓","┯","┪","┭","┩"," "," "," "," "," "," ","▆","▇","▉","▊","▋"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┒"," ","┒"," "," "," "," "," "," "," "," "," "," "," "," ","┰","┳","┧","┨","┰","┳","┧","┨","┰","┳","┧","┨","┰","┲","┰","┲","┒","┓","┒","┓","╁","╆","╂","╊","┧","┪","┨","┫","╁","╆","╂","╁","╂","╊","╆","╊","┧","┪","┨","┧","┨","┫","┪","┫","┰","┱","┲","┳","┰","┱","┲","┳","╁","╅","╆","╈","╂","╉","╊","╋","╁","╅","╆","╈","╂","╁","╂","╉","╊","╅","╆","╋","╈","╉","╊","╋","┰","┳","┧","┨","┳","┨","┲","┰","┲","┓","┒","┓","╆","╂","╊","┪","┨","┫","╆","╂","╊","┪","┨","┫","┳","┰","┳","╈","╂","╋","╈","╂","╋"," ","┒"," "," "," "," "," ","┒","┧","┰","┒","┓","┨","┲","┒","┲","┧","┱","┨"," "," "," "," "," ","▅","▆","▇","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┓"," ","┓"," "," "," "," "," "," "," "," "," "," "," "," ","┱","┳","┪","┫","┱","┳","┪","┫","┱","┳","┪","┫","┱","┳","┱","┳","┓","┓","┓","┓","╅","╈","╉","╋","┪","┪","┫","┫","╅","╈","╉","╅","╉","╋","╈","╋","┪","┪","┫","┪","┫","┫","┪","┫","┱","┱","┳","┳","┱","┱","┳","┳","╅","╅","╈","╈","╉","╉","╋","╋","╅","╅","╈","╈","╉","╅","╉","╉","╋","╅","╈","╋","╈","╉","╋","╋","┱","┳","┪","┫","┳","┫","┳","┱","┳","┓","┓","┓","╈","╉","╋","┪","┫","┫","╈","╉","╋","┪","┫","┫","┳","┱","┳","╈","╉","╋","╈","╉","╋"," ","┓","┪"," "," "," "," ","┓","┪","┱","┓","┓","┫","┳","┓","┳","┪","┱","┫"," "," "," "," "," "," ","▆","▇","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"└"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┴","┷","├","┠","┴","┷","├","┠","┴","┷","├","┠","├","┝","┟","┢","┼","┽","╁","╅","└","┕","┖","┗","┴","┵","┸","┹","├","┝","┞","┟","┠","┡","┢","┣","┼","┽","╀","╁","╂","╃","╅","╉","┼","┽","┾","┿","╁","╅","╆","╈","┴","┵","┶","┷","┸","┹","┺","┻","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┴","┷","├","┠","┷","┠","┝","┟","┢","┽","╁","╅","┕","┖","┗","┵","┸","┹","┝","┠","┣","┽","╂","╉","┿","╁","╈","┷","┸","┻","┿","╂","╋","├"," "," "," "," "," "," ","┴","└","└","├","┵","┖","┕","┟","┶","┟","┵","┞"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┕"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┶","┷","┝","┣","┶","┷","┝","┣","┶","┷","┝","┣","┝","┝","┢","┢","┾","┿","╆","╈","┕","┕","┗","┗","┶","┷","┺","┻","┝","┝","┡","┢","┣","┡","┢","┣","┾","┿","╄","╆","╊","╇","╈","╋","┾","┿","┾","┿","╆","╈","╆","╈","┶","┷","┶","┷","┺","┻","┺","┻","┾","┿","┾","┿","╄","╆","╊","╇","╄","╈","╆","╇","╈","╋","╊","╋","┶","┷","┝","┣","┷","┣","┝","┢","┢","┿","╆","╈","┕","┗","┗","┷","┺","┻","┝","┣","┣","┿","╊","╋","┿","╆","╈","┷","┺","┻","┿","╊","╋","┝"," "," ","┕"," "," "," ","┶","┕","┕","┝","┷","┗","┕","┢","┶","┢","┷","┡"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┖"," ","┖"," "," "," "," "," "," "," "," "," "," "," "," ","┸","┻","┞","┠","┸","┻","┞","┠","┸","┻","┞","┠","┞","┡","┠","┣","╀","╃","╂","╉","┖","┗","┖","┗","┸","┹","┸","┹","┞","┡","┞","┠","┠","┡","┣","┣","╀","╃","╀","╂","╂","╃","╉","╉","╀","╃","╄","╇","╂","╉","╊","╋","┸","┹","┺","┻","┸","┹","┺","┻","╀","╃","╄","╇","╀","╂","╂","╃","╄","╉","╊","╇","╋","╉","╊","╋","┸","┻","┞","┠","┻","┠","┡","┠","┣","╃","╂","╉","┗","┖","┗","┹","┸","┹","┡","┠","┣","╃","╂","╉","╇","╂","╋","┻","┸","┻","╇","╂","╋","┞"," "," "," "," "," "," ","┸","┖","┖","┞","┹","┖","┗","┠","┺","┠","┹","┞"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┗"," ","┗"," "," "," "," "," "," "," "," "," "," "," "," ","┺","┻","┡","┣","┺","┻","┡","┣","┺","┻","┡","┣","┡","┡","┣","┣","╄","╇","╊","╋","┗","┗","┗","┗","┺","┻","┺","┻","┡","┡","┡","┣","┣","┡","┣","┣","╄","╇","╄","╊","╊","╇","╋","╋","╄","╇","╄","╇","╊","╋","╊","╋","┺","┻","┺","┻","┺","┻","┺","┻","╄","╇","╄","╇","╄","╊","╊","╇","╄","╋","╊","╇","╋","╋","╊","╋","┺","┻","┡","┣","┻","┣","┡","┣","┣","╇","╊","╋","┗","┗","┗","┻","┺","┻","┡","┣","┣","╇","╊","╋","╇","╊","╋","┻","┺","┻","╇","╊","╋","┡"," "," ","┗"," "," "," ","┺","┗","┗","┡","┻","┗","┗","┣","┺","┣","┻","┡"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┘"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┴","┷","┤","┨","┴","┷","┤","┨","┴","┷","┤","┨","┼","┾","╁","╆","┤","┥","┧","┪","┴","┶","┸","┺","┘","┙","┚","┛","┼","┾","╀","╁","╂","╄","╆","╊","┤","┥","┦","┧","┨","┩","┪","┫","┼","┽","┾","┿","╁","╅","╆","╈","┴","┵","┶","┷","┸","┹","┺","┻","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┴","┷","┤","┨","┷","┨","┾","╁","╆","┥","┧","┪","┶","┸","┺","┙","┚","┛","┾","╂","╊","┥","┨","┫","┿","╁","╈","┷","┸","┻","┿","╂","╋"," ","┤"," "," "," "," "," ","┘","┘","┴","┤","┙","┚","┶","┧","┶","┧","┵","┦"," "," "," "," "," "," "," "," ","▉","▊","▋"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┙"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┵","┷","┥","┫","┵","┷","┥","┫","┵","┷","┥","┫","┽","┿","╅","╈","┥","┥","┪","┪","┵","┷","┹","┻","┙","┙","┛","┛","┽","┿","╃","╅","╉","╇","╈","╋","┥","┥","┩","┪","┫","┩","┪","┫","┽","┽","┿","┿","╅","╅","╈","╈","┵","┵","┷","┷","┹","┹","┻","┻","┽","┽","┿","┿","╃","╅","╉","╃","╇","╅","╈","╇","╈","╉","╋","╋","┵","┷","┥","┫","┷","┫","┿","╅","╈","┥","┪","┪","┷","┹","┻","┙","┛","┛","┿","╉","╋","┥","┫","┫","┿","╅","╈","┷","┹","┻","┿","╉","╋"," ","┥","┙"," "," "," "," ","┙","┙","┵","┥","┙","┛","┷","┪","┷","┪","┵","┩"," "," "," "," "," "," "," "," ","▉","▊","▋"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┚"," ","┚"," "," "," "," "," "," "," "," "," "," "," "," ","┸","┻","┦","┨","┸","┻","┦","┨","┸","┻","┦","┨","╀","╄","╂","╊","┦","┩","┨","┫","┸","┺","┸","┺","┚","┛","┚","┛","╀","╄","╀","╂","╂","╄","╊","╊","┦","┩","┦","┨","┨","┩","┫","┫","╀","╃","╄","╇","╂","╉","╊","╋","┸","┹","┺","┻","┸","┹","┺","┻","╀","╃","╄","╇","╀","╂","╂","╃","╄","╉","╊","╇","╋","╉","╊","╋","┸","┻","┦","┨","┻","┨","╄","╂","╊","┩","┨","┫","┺","┸","┺","┛","┚","┛","╄","╂","╊","┩","┨","┫","╇","╂","╋","┻","┸","┻","╇","╂","╋"," ","┦"," "," "," "," "," ","┚","┚","┸","┦","┛","┚","┺","┨","┺","┨","┹","┦"," "," "," "," "," "," "," "," ","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┛"," ","┛"," "," "," "," "," "," "," "," "," "," "," "," ","┹","┻","┩","┫","┹","┻","┩","┫","┹","┻","┩","┫","╃","╇","╉","╋","┩","┩","┫","┫","┹","┻","┹","┻","┛","┛","┛","┛","╃","╇","╃","╉","╉","╇","╋","╋","┩","┩","┩","┫","┫","┩","┫","┫","╃","╃","╇","╇","╉","╉","╋","╋","┹","┹","┻","┻","┹","┹","┻","┻","╃","╃","╇","╇","╃","╉","╉","╃","╇","╉","╋","╇","╋","╉","╋","╋","┹","┻","┩","┫","┻","┫","╇","╉","╋","┩","┫","┫","┻","┹","┻","┛","┛","┛","╇","╉","╋","┩","┫","┫","╇","╉","╋","┻","┹","┻","╇","╉","╋"," ","┩","┛"," "," "," "," ","┛","┛","┹","┩","┛","┛","┻","┫","┻","┫","┹","┩"," "," "," "," "," "," "," "," ","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"├"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┼","┿","├","┠","┼","┿","├","┠","┼","┿","├","┠","├","┝","┟","┢","┼","┽","╁","╅","├","┝","┞","┡","┼","┽","╀","╃","├","┝","┞","┟","┠","┡","┢","┣","┼","┽","╀","╁","╂","╃","╅","╉","┼","┽","┾","┿","╁","╅","╆","╈","┼","┽","┾","┿","╀","╃","╄","╇","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┼","┿","├","┠","┿","┠","┝","┟","┢","┽","╁","╅","┝","┞","┡","┽","╀","╃","┝","┠","┣","┽","╂","╉","┿","╁","╈","┿","╀","╇","┿","╂","╋","├"," "," "," "," "," "," ","┼","├","├","├","┽","┞","┝","┟","┾","┟","┽","┞"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┝"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┾","┿","┝","┣","┾","┿","┝","┣","┾","┿","┝","┣","┝","┝","┢","┢","┾","┿","╆","╈","┝","┝","┡","┡","┾","┿","╄","╇","┝","┝","┡","┢","┣","┡","┢","┣","┾","┿","╄","╆","╊","╇","╈","╋","┾","┿","┾","┿","╆","╈","╆","╈","┾","┿","┾","┿","╄","╇","╄","╇","┾","┿","┾","┿","╄","╆","╊","╇","╄","╈","╆","╇","╈","╋","╊","╋","┾","┿","┝","┣","┿","┣","┝","┢","┢","┿","╆","╈","┝","┡","┡","┿","╄","╇","┝","┣","┣","┿","╊","╋","┿","╆","╈","┿","╄","╇","┿","╊","╋","┝"," "," ","┝"," "," "," ","┾","┝","┝","┝","┿","┡","┝","┢","┾","┢","┿","┡"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┞"," ","┞"," "," "," "," "," "," "," "," "," "," "," "," ","╀","╇","┞","┠","╀","╇","┞","┠","╀","╇","┞","┠","┞","┡","┠","┣","╀","╃","╂","╉","┞","┡","┞","┡","╀","╃","╀","╃","┞","┡","┞","┠","┠","┡","┣","┣","╀","╃","╀","╂","╂","╃","╉","╉","╀","╃","╄","╇","╂","╉","╊","╋","╀","╃","╄","╇","╀","╃","╄","╇","╀","╃","╄","╇","╀","╂","╂","╃","╄","╉","╊","╇","╋","╉","╊","╋","╀","╇","┞","┠","╇","┠","┡","┠","┣","╃","╂","╉","┡","┞","┡","╃","╀","╃","┡","┠","┣","╃","╂","╉","╇","╂","╋","╇","╀","╇","╇","╂","╋","┞"," "," "," "," "," "," ","╀","┞","┞","┞","╃","┞","┡","┠","╄","┠","╃","┞"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┟"," ","┟"," "," "," "," "," "," "," "," "," "," "," "," ","╁","╈","┟","┠","╁","╈","┟","┠","╁","╈","┟","┠","┟","┢","┟","┢","╁","╅","╁","╅","┟","┢","┠","┣","╁","╅","╂","╉","┟","┢","┠","┟","┠","┣","┢","┣","╁","╅","╂","╁","╂","╉","╅","╉","╁","╅","╆","╈","╁","╅","╆","╈","╁","╅","╆","╈","╂","╉","╊","╋","╁","╅","╆","╈","╂","╁","╂","╉","╊","╅","╆","╋","╈","╉","╊","╋","╁","╈","┟","┠","╈","┠","┢","┟","┢","╅","╁","╅","┢","┠","┣","╅","╂","╉","┢","┠","┣","╅","╂","╉","╈","╁","╈","╈","╂","╋","╈","╂","╋","┟"," "," "," "," "," "," ","╁","┟","┟","┟","╅","┠","┢","┟","╆","┟","╅","┠"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┠"," ","┠"," "," "," "," "," "," "," "," "," "," "," "," ","╂","╋","┠","┠","╂","╋","┠","┠","╂","╋","┠","┠","┠","┣","┠","┣","╂","╉","╂","╉","┠","┣","┠","┣","╂","╉","╂","╉","┠","┣","┠","┠","┠","┣","┣","┣","╂","╉","╂","╂","╂","╉","╉","╉","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╂","╂","╉","╊","╉","╊","╋","╋","╉","╊","╋","╂","╋","┠","┠","╋","┠","┣","┠","┣","╉","╂","╉","┣","┠","┣","╉","╂","╉","┣","┠","┣","╉","╂","╉","╋","╂","╋","╋","╂","╋","╋","╂","╋","┠"," "," "," "," "," "," ","╂","┠","┠","┠","╉","┠","┣","┠","╊","┠","╉","┠"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┡"," ","┡"," "," "," "," "," "," "," "," "," "," "," "," ","╄","╇","┡","┣","╄","╇","┡","┣","╄","╇","┡","┣","┡","┡","┣","┣","╄","╇","╊","╋","┡","┡","┡","┡","╄","╇","╄","╇","┡","┡","┡","┣","┣","┡","┣","┣","╄","╇","╄","╊","╊","╇","╋","╋","╄","╇","╄","╇","╊","╋","╊","╋","╄","╇","╄","╇","╄","╇","╄","╇","╄","╇","╄","╇","╄","╊","╊","╇","╄","╋","╊","╇","╋","╋","╊","╋","╄","╇","┡","┣","╇","┣","┡","┣","┣","╇","╊","╋","┡","┡","┡","╇","╄","╇","┡","┣","┣","╇","╊","╋","╇","╊","╋","╇","╄","╇","╇","╊","╋","┡"," "," ","┡"," "," "," ","╄","┡","┡","┡","╇","┡","┡","┣","╄","┣","╇","┡"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┢"," ","┢"," "," "," "," "," "," "," "," "," "," "," "," ","╆","╈","┢","┣","╆","╈","┢","┣","╆","╈","┢","┣","┢","┢","┢","┢","╆","╈","╆","╈","┢","┢","┣","┣","╆","╈","╊","╋","┢","┢","┣","┢","┣","┣","┢","┣","╆","╈","╊","╆","╊","╋","╈","╋","╆","╈","╆","╈","╆","╈","╆","╈","╆","╈","╆","╈","╊","╋","╊","╋","╆","╈","╆","╈","╊","╆","╊","╋","╊","╈","╆","╋","╈","╋","╊","╋","╆","╈","┢","┣","╈","┣","┢","┢","┢","╈","╆","╈","┢","┣","┣","╈","╊","╋","┢","┣","┣","╈","╊","╋","╈","╆","╈","╈","╊","╋","╈","╊","╋","┢"," "," ","┢"," "," "," ","╆","┢","┢","┢","╈","┣","┢","┢","╆","┢","╈","┣"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┣"," ","┣"," "," "," "," "," "," "," "," "," "," "," "," ","╊","╋","┣","┣","╊","╋","┣","┣","╊","╋","┣","┣","┣","┣","┣","┣","╊","╋","╊","╋","┣","┣","┣","┣","╊","╋","╊","╋","┣","┣","┣","┣","┣","┣","┣","┣","╊","╋","╊","╊","╊","╋","╋","╋","╊","╋","╊","╋","╊","╋","╊","╋","╊","╋","╊","╋","╊","╋","╊","╋","╊","╋","╊","╋","╊","╊","╊","╋","╊","╋","╊","╋","╋","╋","╊","╋","╊","╋","┣","┣","╋","┣","┣","┣","┣","╋","╊","╋","┣","┣","┣","╋","╊","╋","┣","┣","┣","╋","╊","╋","╋","╊","╋","╋","╊","╋","╋","╊","╋","┣"," "," ","┣"," "," "," ","╊","┣","┣","┣","╋","┣","┣","┣","╊","┣","╋","┣"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┤"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┼","┿","┤","┨","┼","┿","┤","┨","┼","┿","┤","┨","┼","┾","╁","╆","┤","┥","┧","┪","┼","┾","╀","╄","┤","┥","┦","┩","┼","┾","╀","╁","╂","╄","╆","╊","┤","┥","┦","┧","┨","┩","┪","┫","┼","┽","┾","┿","╁","╅","╆","╈","┼","┽","┾","┿","╀","╃","╄","╇","┼","┽","┾","┿","╀","╁","╂","╃","╄","╅","╆","╇","╈","╉","╊","╋","┼","┿","┤","┨","┿","┨","┾","╁","╆","┥","┧","┪","┾","╀","╄","┥","┦","┩","┾","╂","╊","┥","┨","┫","┿","╁","╈","┿","╀","╇","┿","╂","╋"," ","┤"," "," "," "," "," ","┤","┤","┼","┤","┥","┦","┾","┧","┾","┧","┽","┦"," "," "," "," "," "," "," "," ","▉","▊","▋","▋","▋"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┥"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","┽","┿","┥","┫","┽","┿","┥","┫","┽","┿","┥","┫","┽","┿","╅","╈","┥","┥","┪","┪","┽","┿","╃","╇","┥","┥","┩","┩","┽","┿","╃","╅","╉","╇","╈","╋","┥","┥","┩","┪","┫","┩","┪","┫","┽","┽","┿","┿","╅","╅","╈","╈","┽","┽","┿","┿","╃","╃","╇","╇","┽","┽","┿","┿","╃","╅","╉","╃","╇","╅","╈","╇","╈","╉","╋","╋","┽","┿","┥","┫","┿","┫","┿","╅","╈","┥","┪","┪","┿","╃","╇","┥","┩","┩","┿","╉","╋","┥","┫","┫","┿","╅","╈","┿","╃","╇","┿","╉","╋"," ","┥","┥"," "," "," "," ","┥","┥","┽","┥","┥","┩","┿","┪","┿","┪","┽","┩"," "," "," "," "," "," "," "," ","▉","▊","▋","▋","▋"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┦"," ","┦"," "," "," "," "," "," "," "," "," "," "," "," ","╀","╇","┦","┨","╀","╇","┦","┨","╀","╇","┦","┨","╀","╄","╂","╊","┦","┩","┨","┫","╀","╄","╀","╄","┦","┩","┦","┩","╀","╄","╀","╂","╂","╄","╊","╊","┦","┩","┦","┨","┨","┩","┫","┫","╀","╃","╄","╇","╂","╉","╊","╋","╀","╃","╄","╇","╀","╃","╄","╇","╀","╃","╄","╇","╀","╂","╂","╃","╄","╉","╊","╇","╋","╉","╊","╋","╀","╇","┦","┨","╇","┨","╄","╂","╊","┩","┨","┫","╄","╀","╄","┩","┦","┩","╄","╂","╊","┩","┨","┫","╇","╂","╋","╇","╀","╇","╇","╂","╋"," ","┦"," "," "," "," "," ","┦","┦","╀","┦","┩","┦","╄","┨","╄","┨","╃","┦"," "," "," "," "," "," "," "," ","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┧"," ","┧"," "," "," "," "," "," "," "," "," "," "," "," ","╁","╈","┧","┨","╁","╈","┧","┨","╁","╈","┧","┨","╁","╆","╁","╆","┧","┪","┧","┪","╁","╆","╂","╊","┧","┪","┨","┫","╁","╆","╂","╁","╂","╊","╆","╊","┧","┪","┨","┧","┨","┫","┪","┫","╁","╅","╆","╈","╁","╅","╆","╈","╁","╅","╆","╈","╂","╉","╊","╋","╁","╅","╆","╈","╂","╁","╂","╉","╊","╅","╆","╋","╈","╉","╊","╋","╁","╈","┧","┨","╈","┨","╆","╁","╆","┪","┧","┪","╆","╂","╊","┪","┨","┫","╆","╂","╊","┪","┨","┫","╈","╁","╈","╈","╂","╋","╈","╂","╋"," ","┧"," "," "," "," "," ","┧","┧","╁","┧","┪","┨","╆","┧","╆","┧","╅","┨"," "," "," "," "," "," "," "," ","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┨"," ","┨"," "," "," "," "," "," "," "," "," "," "," "," ","╂","╋","┨","┨","╂","╋","┨","┨","╂","╋","┨","┨","╂","╊","╂","╊","┨","┫","┨","┫","╂","╊","╂","╊","┨","┫","┨","┫","╂","╊","╂","╂","╂","╊","╊","╊","┨","┫","┨","┨","┨","┫","┫","┫","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╉","╊","╋","╂","╂","╂","╉","╊","╉","╊","╋","╋","╉","╊","╋","╂","╋","┨","┨","╋","┨","╊","╂","╊","┫","┨","┫","╊","╂","╊","┫","┨","┫","╊","╂","╊","┫","┨","┫","╋","╂","╋","╋","╂","╋","╋","╂","╋"," ","┨"," "," "," "," "," ","┨","┨","╂","┨","┫","┨","╊","┨","╊","┨","╉","┨"," "," "," "," "," "," "," "," ","▉","▊","▊","▊","▊","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┩"," ","┩"," "," "," "," "," "," "," "," "," "," "," "," ","╃","╇","┩","┫","╃","╇","┩","┫","╃","╇","┩","┫","╃","╇","╉","╋","┩","┩","┫","┫","╃","╇","╃","╇","┩","┩","┩","┩","╃","╇","╃","╉","╉","╇","╋","╋","┩","┩","┩","┫","┫","┩","┫","┫","╃","╃","╇","╇","╉","╉","╋","╋","╃","╃","╇","╇","╃","╃","╇","╇","╃","╃","╇","╇","╃","╉","╉","╃","╇","╉","╋","╇","╋","╉","╋","╋","╃","╇","┩","┫","╇","┫","╇","╉","╋","┩","┫","┫","╇","╃","╇","┩","┩","┩","╇","╉","╋","┩","┫","┫","╇","╉","╋","╇","╃","╇","╇","╉","╋"," ","┩","┩"," "," "," "," ","┩","┩","╃","┩","┩","┩","╇","┫","╇","┫","╃","┩"," "," "," "," "," "," "," "," ","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┪"," ","┪"," "," "," "," "," "," "," "," "," "," "," "," ","╅","╈","┪","┫","╅","╈","┪","┫","╅","╈","┪","┫","╅","╈","╅","╈","┪","┪","┪","┪","╅","╈","╉","╋","┪","┪","┫","┫","╅","╈","╉","╅","╉","╋","╈","╋","┪","┪","┫","┪","┫","┫","┪","┫","╅","╅","╈","╈","╅","╅","╈","╈","╅","╅","╈","╈","╉","╉","╋","╋","╅","╅","╈","╈","╉","╅","╉","╉","╋","╅","╈","╋","╈","╉","╋","╋","╅","╈","┪","┫","╈","┫","╈","╅","╈","┪","┪","┪","╈","╉","╋","┪","┫","┫","╈","╉","╋","┪","┫","┫","╈","╅","╈","╈","╉","╋","╈","╉","╋"," ","┪","┪"," "," "," "," ","┪","┪","╅","┪","┪","┫","╈","┪","╈","┪","╅","┫"," "," "," "," "," "," "," "," ","▉","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"┫"," ","┫"," "," "," "," "," "," "," "," "," "," "," "," ","╉","╋","┫","┫","╉","╋","┫","┫","╉","╋","┫","┫","╉","╋","╉","╋","┫","┫","┫","┫","╉","╋","╉","╋","┫","┫","┫","┫","╉","╋","╉","╉","╉","╋","╋","╋","┫","┫","┫","┫","┫","┫","┫","┫","╉","╉","╋","╋","╉","╉","╋","╋","╉","╉","╋","╋","╉","╉","╋","╋","╉","╉","╋","╋","╉","╉","╉","╉","╋","╉","╋","╋","╋","╉","╋","╋","╉","╋","┫","┫","╋","┫","╋","╉","╋","┫","┫","┫","╋","╉","╋","┫","┫","┫","╋","╉","╋","┫","┫","┫","╋","╉","╋","╋","╉","╋","╋","╉","╋"," ","┫","┫"," "," "," "," ","┫","┫","╉","┫","┫","┫","╋","┫","╋","┫","╉","┫"," "," "," "," "," "," "," "," ","▉","▊","▊","▊","▊","▊"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
